1995-07-12 07:58:00,37
1995-07-12 07:59:00,51
1995-07-12 08:00:00,60
1995-07-12 08:01:00,69
1995-07-12 08:02:00,76
1995-07-12 08:03:00,62
1995-07-12 08:04:00,49
1995-07-12 08:05:00,24
1995-07-12 08:06:00,32
1995-07-12 08:07:00,55
1995-07-12 08:08:00,27
1995-07-12 08:09:00,27
1995-07-12 08:10:00,29
1995-07-12 08:11:00,47
1995-07-12 08:12:00,40
1995-07-12 08:13:00,36
1995-07-12 08:14:00,26
1995-07-12 08:15:00,29
1995-07-12 08:16:00,20
1995-07-12 08:17:00,39
1995-07-12 08:18:00,32
1995-07-12 08:19:00,56
1995-07-12 08:20:00,48
1995-07-12 08:21:00,54
1995-07-12 08:22:00,44
1995-07-12 08:23:00,39
1995-07-12 08:24:00,62
1995-07-12 08:25:00,37
1995-07-12 08:26:00,50
1995-07-12 08:27:00,27
1995-07-12 08:28:00,60
1995-07-12 08:29:00,66
1995-07-12 08:30:00,74
1995-07-12 08:31:00,77
1995-07-12 08:32:00,61
1995-07-12 08:33:00,40
1995-07-12 08:34:00,51
1995-07-12 08:35:00,42
1995-07-12 08:36:00,71
1995-07-12 08:37:00,55
1995-07-12 08:38:00,39
1995-07-12 08:39:00,53
1995-07-12 08:40:00,49
1995-07-12 08:41:00,35
1995-07-12 08:42:00,42
1995-07-12 08:43:00,40
1995-07-12 08:44:00,57
1995-07-12 08:45:00,32
1995-07-12 08:46:00,38
1995-07-12 08:47:00,56
1995-07-12 08:48:00,54
1995-07-12 08:49:00,32
1995-07-12 08:50:00,46
1995-07-12 08:51:00,24
1995-07-12 08:52:00,61
1995-07-12 08:53:00,49
1995-07-12 08:54:00,57
1995-07-12 08:55:00,25
1995-07-12 08:56:00,43
1995-07-12 08:57:00,35
1995-07-12 08:58:00,45
1995-07-12 08:59:00,37
1995-07-12 09:00:00,22
1995-07-12 09:01:00,37
1995-07-12 09:02:00,47
1995-07-12 09:03:00,29
1995-07-12 09:04:00,46
1995-07-12 09:05:00,16
1995-07-12 09:06:00,20
1995-07-12 09:07:00,47
1995-07-12 09:08:00,22
1995-07-12 09:09:00,42
1995-07-12 09:10:00,27
1995-07-12 09:11:00,34
1995-07-12 09:12:00,32
1995-07-12 09:13:00,30
1995-07-12 09:14:00,12
1995-07-12 09:15:00,25
1995-07-12 09:16:00,38
1995-07-12 09:17:00,46
1995-07-12 09:18:00,20
1995-07-12 09:19:00,44
1995-07-12 09:20:00,39
1995-07-12 09:21:00,41
1995-07-12 09:22:00,27
1995-07-12 09:23:00,42
1995-07-12 09:24:00,41
1995-07-12 09:25:00,31
1995-07-12 09:26:00,34
1995-07-12 09:27:00,55
1995-07-12 09:28:00,30
1995-07-12 09:29:00,50
1995-07-12 09:30:00,36
1995-07-12 09:31:00,48
1995-07-12 09:32:00,33
1995-07-12 09:33:00,58
1995-07-12 09:34:00,64
1995-07-12 09:35:00,21
1995-07-12 09:36:00,23
1995-07-12 09:37:00,37
1995-07-12 09:38:00,32
1995-07-12 09:39:00,39
1995-07-12 09:40:00,70
1995-07-12 09:41:00,65
1995-07-12 09:42:00,21
1995-07-12 09:43:00,35
1995-07-12 09:44:00,18
1995-07-12 09:45:00,35
1995-07-12 09:46:00,30
1995-07-12 09:47:00,31
1995-07-12 09:48:00,37
1995-07-12 09:49:00,68
1995-07-12 09:50:00,46
1995-07-12 09:51:00,45
1995-07-12 09:52:00,42
1995-07-12 09:53:00,48
1995-07-12 09:54:00,57
1995-07-12 09:55:00,52
1995-07-12 09:56:00,52
1995-07-12 09:57:00,57
1995-07-12 09:58:00,66
1995-07-12 09:59:00,54
1995-07-12 10:00:00,33
1995-07-12 10:01:00,50
1995-07-12 10:02:00,62
1995-07-12 10:03:00,43
1995-07-12 10:04:00,58
1995-07-12 10:05:00,53
1995-07-12 10:06:00,57
1995-07-12 10:07:00,41
1995-07-12 10:08:00,58
1995-07-12 10:09:00,43
1995-07-12 10:10:00,65
1995-07-12 10:11:00,71
1995-07-12 10:12:00,68
1995-07-12 10:13:00,60
1995-07-12 10:14:00,37
1995-07-12 10:15:00,56
1995-07-12 10:16:00,41
1995-07-12 10:17:00,29
1995-07-12 10:18:00,62
1995-07-12 10:19:00,56
1995-07-12 10:20:00,41
1995-07-12 10:21:00,48
1995-07-12 10:22:00,35
1995-07-12 10:23:00,5
1995-07-12 10:24:00,40
1995-07-12 10:25:00,41
1995-07-12 10:26:00,51
1995-07-12 10:27:00,35
1995-07-12 10:28:00,46
1995-07-12 10:29:00,39
1995-07-12 10:30:00,26
1995-07-12 10:31:00,37
1995-07-12 10:32:00,44
1995-07-12 10:33:00,37
1995-07-12 10:34:00,37
1995-07-12 10:35:00,46
1995-07-12 10:36:00,41
1995-07-12 10:37:00,29
1995-07-12 10:38:00,54
1995-07-12 10:39:00,42
1995-07-12 10:40:00,73
1995-07-12 10:41:00,57
1995-07-12 10:42:00,33
1995-07-12 10:43:00,42
1995-07-12 10:44:00,31
1995-07-12 10:45:00,25
1995-07-12 10:46:00,23
1995-07-12 10:47:00,22
1995-07-12 10:48:00,20
1995-07-12 10:49:00,38
1995-07-12 10:50:00,24
1995-07-12 10:51:00,23
1995-07-12 10:52:00,57
1995-07-12 10:53:00,29
1995-07-12 10:54:00,13
1995-07-12 10:55:00,38
1995-07-12 10:56:00,29
1995-07-12 10:57:00,30
1995-07-12 10:58:00,43
1995-07-12 10:59:00,36
1995-07-12 11:00:00,45
1995-07-12 11:01:00,38
1995-07-12 11:02:00,42
1995-07-12 11:03:00,63
1995-07-12 11:04:00,45
1995-07-12 11:05:00,51
1995-07-12 11:06:00,30
1995-07-12 11:07:00,38
1995-07-12 11:08:00,37
1995-07-12 11:09:00,44
1995-07-12 11:10:00,48
1995-07-12 11:11:00,54
1995-07-12 11:12:00,50
1995-07-12 11:13:00,40
1995-07-12 11:14:00,33
1995-07-12 11:15:00,26
1995-07-12 11:16:00,37
1995-07-12 11:17:00,25
1995-07-12 11:18:00,39
1995-07-12 11:19:00,45
1995-07-12 11:20:00,30
1995-07-12 11:21:00,47
1995-07-12 11:22:00,44
1995-07-12 11:23:00,40
1995-07-12 11:24:00,56
1995-07-12 11:25:00,77
1995-07-12 11:26:00,70
1995-07-12 11:27:00,45
1995-07-12 11:28:00,47
1995-07-12 11:29:00,45
1995-07-12 11:30:00,36
1995-07-12 11:31:00,52
1995-07-12 11:32:00,63
1995-07-12 11:33:00,36
1995-07-12 11:34:00,32
1995-07-12 11:35:00,44
1995-07-12 11:36:00,41
1995-07-12 11:37:00,47
1995-07-12 11:38:00,39
1995-07-12 11:39:00,24
1995-07-12 11:40:00,38
1995-07-12 11:41:00,40
1995-07-12 11:42:00,21
1995-07-12 11:43:00,39
1995-07-12 11:44:00,39
1995-07-12 11:45:00,45
1995-07-12 11:46:00,29
1995-07-12 11:47:00,11
1995-07-12 11:48:00,44
1995-07-12 11:49:00,44
1995-07-12 11:50:00,65
1995-07-12 11:51:00,41
1995-07-12 11:52:00,48
1995-07-12 11:53:00,41
1995-07-12 11:54:00,43
1995-07-12 11:55:00,21
1995-07-12 11:56:00,61
1995-07-12 11:57:00,52
1995-07-12 11:58:00,47
1995-07-12 11:59:00,39
1995-07-12 12:00:00,41
1995-07-12 12:01:00,30
1995-07-12 12:02:00,43
1995-07-12 12:03:00,49
1995-07-12 12:04:00,26
1995-07-12 12:05:00,16
1995-07-12 12:06:00,42
1995-07-12 12:07:00,35
1995-07-12 12:08:00,37
1995-07-12 12:09:00,29
1995-07-12 12:10:00,42
1995-07-12 12:11:00,40
1995-07-12 12:12:00,58
1995-07-12 12:13:00,48
1995-07-12 12:14:00,36
1995-07-12 12:15:00,44
1995-07-12 12:16:00,47
1995-07-12 12:17:00,51
1995-07-12 12:18:00,43
1995-07-12 12:19:00,29
1995-07-12 12:20:00,36
1995-07-12 12:21:00,23
1995-07-12 12:22:00,36
1995-07-12 12:23:00,27
1995-07-12 12:24:00,17
1995-07-12 12:25:00,21
1995-07-12 12:26:00,32
1995-07-12 12:27:00,25
1995-07-12 12:28:00,55
1995-07-12 12:29:00,33
1995-07-12 12:30:00,34
1995-07-12 12:31:00,49
1995-07-12 12:32:00,38
1995-07-12 12:33:00,36
1995-07-12 12:34:00,24
1995-07-12 12:35:00,40
1995-07-12 12:36:00,26
1995-07-12 12:37:00,19
1995-07-12 12:38:00,25
1995-07-12 12:39:00,23
1995-07-12 12:40:00,27
1995-07-12 12:41:00,24
1995-07-12 12:42:00,21
1995-07-12 12:43:00,33
1995-07-12 12:44:00,24
1995-07-12 12:45:00,19
1995-07-12 12:46:00,26
1995-07-12 12:47:00,36
1995-07-12 12:48:00,31
1995-07-12 12:49:00,15
1995-07-12 12:50:00,15
1995-07-12 12:51:00,21
1995-07-12 12:52:00,16
1995-07-12 12:53:00,21
1995-07-12 12:54:00,55
1995-07-12 12:55:00,32
1995-07-12 12:56:00,31
1995-07-12 12:57:00,42
1995-07-12 12:58:00,45
1995-07-12 12:59:00,19
1995-07-12 13:00:00,40
1995-07-12 13:01:00,32
1995-07-12 13:02:00,48
1995-07-12 13:03:00,35
1995-07-12 13:04:00,31
1995-07-12 13:05:00,23
1995-07-12 13:06:00,20
1995-07-12 13:07:00,25
1995-07-12 13:08:00,17
1995-07-12 13:09:00,26
1995-07-12 13:10:00,36
1995-07-12 13:11:00,50
1995-07-12 13:12:00,36
1995-07-12 13:13:00,37
1995-07-12 13:14:00,48
1995-07-12 13:15:00,34
1995-07-12 13:16:00,53
1995-07-12 13:17:00,35
1995-07-12 13:18:00,22
1995-07-12 13:19:00,27
1995-07-12 13:20:00,41
1995-07-12 13:21:00,30
1995-07-12 13:22:00,27
1995-07-12 13:23:00,24
1995-07-12 13:24:00,32
1995-07-12 13:25:00,12
1995-07-12 13:26:00,21
1995-07-12 13:27:00,19
1995-07-12 13:28:00,36
1995-07-12 13:29:00,23
1995-07-12 13:30:00,26
1995-07-12 13:31:00,31
1995-07-12 13:32:00,29
1995-07-12 13:33:00,26
1995-07-12 13:34:00,36
1995-07-12 13:35:00,18
1995-07-12 13:36:00,17
